t	step.n	cyc.n	I	E	Q.c	Q.d	step.t	En.d	En.c	Q.c.err	Q.d.err
515	227514.91197107	4	5	0.000443434837507084	2.39721536636353	924.831524175	928.502436586429	21022.0505851304	1993.08015016214	2109.60211916786	14.8633637813839	14.9223605879962
516	227634.936238385	4	5	0.000443434837507084	2.40181756019592	930.111751040714	928.502436586429	21142.0748524458	1993.08015016214	2122.27235249679	14.9482245702972	14.9223605879962
517	227741.732047795	4	5	0.000443469791207463	2.40703344345093	934.810038667857	928.502436586429	21248.8706621578	1993.08015016214	2133.56753548071	15.0237327643048	14.9223605879962
518	227836.266433435	4	5	0.000443434837507084	2.41224932670593	938.968894969286	928.502436586429	21343.4050474953	1993.08015016214	2143.58679074214	15.0905715262921	14.9223605879962
519	227908.742654973	4	5	0.000443469791207463	2.41746520996094	942.157341742143	928.502436586429	21415.8812690338	1993.08015016214	2151.28494841	15.1418144208559	14.9223605879962
520	227964.620867425	4	5	0.000443469791207463	2.42268109321594	944.6155691075	928.502436586429	21471.7594814859	1993.08015016214	2157.23289961893	15.1813216463705	14.9223605879962
521	228008.237710139	4	5	0.000443469791207463	2.42789697647095	946.534394383214	928.502436586429	21515.3763241993	1993.08015016214	2161.88562482821	15.2121599097302	14.9223605879962
522	228043.368304603	4	5	0.000443469791207463	2.43311285972595	948.079881070714	928.502436586429	21550.5069186631	1993.08015016214	2165.64121651607	15.2369980886365	14.9223605879962
523	228069.825399413	4	5	0.000443504744907841	2.43832874298096	949.243802125714	928.502436586429	21576.9640134736	1993.08015016214	2168.47565507143	15.2557039627347	14.9223605879962
524	228091.883441263	4	5	0.000443434837507084	2.44354438781738	950.2141998025	928.502436586429	21599.0220553233	1993.08015016214	2170.84397041786	15.271299639683	14.9223605879962
525	228107.982349424	4	5	0.000443469791207463	2.44876027107239	950.922431264286	928.502436586429	21615.1209631825	1993.08015016214	2172.57608806786	15.2826819310332	14.9223605879962
526	228122.302911683	4	5	0.000443504744907841	2.45397615432739	951.552432938571	928.502436586429	21629.4415257432	1993.08015016214	2174.12011056893	15.2928069579413	14.9223605879962
527	228134.096243167	4	5	0.000443434837507084	2.4591920375824	952.071251355357	928.502436586429	21641.2348572272	1993.08015016214	2175.39444574036	15.3011451110682	14.9223605879962
